,State,Year, Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare
1018,WISCONSIN,2001,12172209,1714430,24857238,21693978,21883865,-3057854,6118475,701555,18826011,1599343,11768235,{'Correction Total': 932819},{'Education Total': 8169640},"{'Assistance and Subsidies': 644351, 'Cash and Securities Total': 71507450}",{'Health Total Expenditure': 549415},3163260,706143,706143,"{'Intergovernmental Expenditure': 8895941, 'Intergovernmental to Combined and Unallocable': 3307598}",1706824,"{'Natural Resources Construction': 369284, 'Parks': {'Parks Total Expenditure': 64561}}",212973,126512,{'Highways': {'Highways Total Expenditure': 1634446}},{'Utilities Current Operation': 9733113},{'Welfare Institution Total Expenditure': 4630773}
1019,WISCONSIN,2002,14870092,1773219,26749270,23118991,22874127,-1999862,7030842,727538,20874265,1731868,11813831,{'Correction Total': 965801},{'Education Total': 8299045},"{'Assistance and Subsidies': 577135, 'Cash and Securities Total': 67154950}",{'Health Total Expenditure': 637922},3630279,736856,736856,"{'Intergovernmental Expenditure': 9523191, 'Intergovernmental to Combined and Unallocable': 3372525}",1655108,"{'Natural Resources Construction': 420295, 'Parks': {'Parks Total Expenditure': 61972}}",239998,102421,{'Highways': {'Highways Total Expenditure': 1716735}},{'Utilities Current Operation': 10508590},{'Welfare Institution Total Expenditure': 5514657}
1020,WISCONSIN,2003,14801308,1521182,27658175,23813423,23433155,1731883,7094092,645311,25165038,1712900,12089770,{'Correction Total': 906725},{'Education Total': 8664093},"{'Assistance and Subsidies': 587739, 'Cash and Securities Total': 69017013}",{'Health Total Expenditure': 607032},3844752,805769,805769,"{'Intergovernmental Expenditure': 9478166, 'Intergovernmental to Combined and Unallocable': 3465673}",1759754,"{'Natural Resources Construction': 451004, 'Parks': {'Parks Total Expenditure': 59379}}",214559,109852,{'Highways': {'Highways Total Expenditure': 1708811}},{'Utilities Current Operation': 11420567},{'Welfare Institution Total Expenditure': 5769188}
1021,WISCONSIN,2004,17727318,1781247,28577240,24789046,24063886,10819496,6831514,811548,34883382,1721642,12638266,{'Correction Total': 918706},{'Education Total': 9045030},"{'Assistance and Subsidies': 571629, 'Cash and Securities Total': 81588282}",{'Health Total Expenditure': 644461},3781755,821878,821878,"{'Intergovernmental Expenditure': 9285137, 'Intergovernmental to Combined and Unallocable': 3625526}",1933370,"{'Natural Resources Construction': 555771, 'Parks': {'Parks Total Expenditure': 55244}}",272501,121120,{'Highways': {'Highways Total Expenditure': 1678313}},{'Utilities Current Operation': 12335594},{'Welfare Institution Total Expenditure': 5908896}
1022,WISCONSIN,2012,22995708,2019556,37837615,31855367,31338293,3543668,9003065,1077742,34881961,2719283,15995335,{'Correction Total': 1060237},{'Education Total': 11207059},"{'Assistance and Subsidies': 710552, 'Cash and Securities Total': 74549777}",{'Health Total Expenditure': 779032},5946606,777816,777816,"{'Intergovernmental Expenditure': 10486206, 'Intergovernmental to Combined and Unallocable': 848718}",2567008,"{'Natural Resources Construction': 541005, 'Parks': {'Parks Total Expenditure': 23257}}",213069,101608,{'Highways': {'Highways Total Expenditure': 3121637}},{'Utilities Current Operation': 17896879},{'Welfare Institution Total Expenditure': 8068831}
1023,WISCONSIN,2013,23187772,1918878,37863879,32210819,32232111,14333387,9168636,1026823,46565498,2678281,16513692,{'Correction Total': 1073817},{'Education Total': 10870503},"{'Assistance and Subsidies': 650313, 'Cash and Securities Total': 52720707}",{'Health Total Expenditure': 791540},5637913,629443,629443,"{'Intergovernmental Expenditure': 10299600, 'Intergovernmental to Combined and Unallocable': 1039457}",2531017,"{'Natural Resources Construction': 563624, 'Parks': {'Parks Total Expenditure': 28395}}",215016,86834,{'Highways': {'Highways Total Expenditure': 3187634}},{'Utilities Current Operation': 18727732},{'Welfare Institution Total Expenditure': 8610906}
1024,WISCONSIN,2014,22367764,1876545,39683644,33775614,32393837,14303041,9215481,999469,46696878,2731201,16364593,{'Correction Total': 1113871},{'Education Total': 11280338},"{'Assistance and Subsidies': 736457, 'Cash and Securities Total': 55135693}",{'Health Total Expenditure': 722291},5893018,625756,625756,"{'Intergovernmental Expenditure': 10575585, 'Intergovernmental to Combined and Unallocable': 1025440}",2847386,"{'Natural Resources Construction': 569587, 'Parks': {'Parks Total Expenditure': 22321}}",231034,90724,{'Highways': {'Highways Total Expenditure': 3289219}},{'Utilities Current Operation': 19976283},{'Welfare Institution Total Expenditure': 9523433}
1025,WISCONSIN,2015,22086615,1913531,40116752,34899560,33396116,8158172,9402116,1026575,41554288,2754971,17019139,{'Correction Total': 1125914},{'Education Total': 11752333},"{'Assistance and Subsidies': 669851, 'Cash and Securities Total': 57612497}",{'Health Total Expenditure': 724909},5164978,598458,598458,"{'Intergovernmental Expenditure': 11060107, 'Intergovernmental to Combined and Unallocable': 1091514}",2866362,"{'Natural Resources Construction': 576150, 'Parks': {'Parks Total Expenditure': 21300}}",243808,96946,{'Highways': {'Highways Total Expenditure': 3311439}},{'Utilities Current Operation': 20709827},{'Welfare Institution Total Expenditure': 9955799}
1026,WISCONSIN,2016,23052389,1664592,40442259,35063997,34484963,2210690,9400091,1151656,36695653,2704652,17649467,{'Correction Total': 1035562},{'Education Total': 11804336},"{'Assistance and Subsidies': 712472, 'Cash and Securities Total': 58893292}",{'Health Total Expenditure': 538017},5325699,607410,607410,"{'Intergovernmental Expenditure': 11075033, 'Intergovernmental to Combined and Unallocable': 1035800}",2894388,"{'Natural Resources Construction': 521872, 'Parks': {'Parks Total Expenditure': 20838}}",260909,111020,{'Highways': {'Highways Total Expenditure': 3029891}},{'Utilities Current Operation': 21057053},{'Welfare Institution Total Expenditure': 10595263}
1027,WISCONSIN,2017,23252381,3434144,42347211,36906115,35564538,10624367,9583041,1183972,46188905,2749024,18138414,{'Correction Total': 984184},{'Education Total': 12363945},"{'Assistance and Subsidies': 967790, 'Cash and Securities Total': 118368959}",{'Health Total Expenditure': 573621},5419735,653454,653454,"{'Intergovernmental Expenditure': 11007527, 'Intergovernmental to Combined and Unallocable': 3593955}",3199678,"{'Natural Resources Construction': 493651, 'Parks': {'Parks Total Expenditure': 43630}}",229241,51250,{'Highways': {'Highways Total Expenditure': 3958297}},{'Utilities Current Operation': 20864561},{'Welfare Institution Total Expenditure': 10850694}
1028,WISCONSIN,2018,22812370,2539573,41959413,36303755,36281374,18570657,9494180,1187392,54852031,2748521,18748320,{'Correction Total': 1006031},{'Education Total': 12317405},"{'Assistance and Subsidies': 1003780, 'Cash and Securities Total': 139585534}",{'Health Total Expenditure': 624112},5626684,577112,577112,"{'Intergovernmental Expenditure': 11111800, 'Intergovernmental to Combined and Unallocable': 3652352}",3162522,"{'Natural Resources Construction': 529155, 'Parks': {'Parks Total Expenditure': 48201}}",266104,52438,{'Highways': {'Highways Total Expenditure': 2838380}},{'Utilities Current Operation': 21100464},{'Welfare Institution Total Expenditure': 11162089}
1029,WISCONSIN,2019,22664234,2435257,43699468,37773949,38844584,-851209,10514723,1265334,37993375,2750728,20039033,{'Correction Total': 1018987},{'Education Total': 13063265},"{'Assistance and Subsidies': 1104301, 'Cash and Securities Total': 137561504}",{'Health Total Expenditure': 644413},5903788,499924,499924,"{'Intergovernmental Expenditure': 11609814, 'Intergovernmental to Combined and Unallocable': 3734416}",3376342,"{'Natural Resources Construction': 549728, 'Parks': {'Parks Total Expenditure': 49162}}",202945,53378,{'Highways': {'Highways Total Expenditure': 2868184}},{'Utilities Current Operation': 22146384},{'Welfare Institution Total Expenditure': 11863794}
1030,WYOMING,1992,894788,294613,1925147,1725394,1722869,270029,666779,66832,2024676,56348,645929,{'Correction Total': 23914},{'Education Total': 595016},"{'Assistance and Subsidies': 45443, 'Cash and Securities Total': 5337178}",{'Health Total Expenditure': 52490},172810,70889,70889,"{'Intergovernmental Expenditure': 650384, 'Intergovernmental to Combined and Unallocable': 250526}",329669,"{'Natural Resources Construction': 73852, 'Parks': {'Parks Total Expenditure': 16709}}",340202,13827,{'Highways': {'Highways Total Expenditure': 325758}},{'Utilities Current Operation': 691008},{'Welfare Institution Total Expenditure': 191468}
1031,WYOMING,1993,780701,243393,1886755,1657030,1850689,298053,697342,66853,2180732,56458,661599,{'Correction Total': 27250},{'Education Total': 596592},"{'Assistance and Subsidies': 44176, 'Cash and Securities Total': 5454450}",{'Health Total Expenditure': 65333},201080,67226,67226,"{'Intergovernmental Expenditure': 638672, 'Intergovernmental to Combined and Unallocable': 235293}",412957,"{'Natural Resources Construction': 76167, 'Parks': {'Parks Total Expenditure': 14409}}",343431,10913,{'Highways': {'Highways Total Expenditure': 253035}},{'Utilities Current Operation': 692208},{'Welfare Institution Total Expenditure': 211421}
1032,WYOMING,1994,702470,254751,1974897,1752330,2004462,271252,805041,70272,2307965,60509,739395,{'Correction Total': 30772},{'Education Total': 654521},"{'Assistance and Subsidies': 42711, 'Cash and Securities Total': 5706681}",{'Health Total Expenditure': 74551},194074,50997,50997,"{'Intergovernmental Expenditure': 684195, 'Intergovernmental to Combined and Unallocable': 229317}",379257,"{'Natural Resources Construction': 83830, 'Parks': {'Parks Total Expenditure': 13245}}",409186,11983,{'Highways': {'Highways Total Expenditure': 275404}},{'Utilities Current Operation': 748169},{'Welfare Institution Total Expenditure': 224945}
1033,WYOMING,1995,788132,268893,2045221,1803163,1951668,255367,814299,71553,2239881,64136,666725,{'Correction Total': 29570},{'Education Total': 626319},"{'Assistance and Subsidies': 43231, 'Cash and Securities Total': 6057934}",{'Health Total Expenditure': 73989},212676,48272,48272,"{'Intergovernmental Expenditure': 676463, 'Intergovernmental to Combined and Unallocable': 261660}",381551,"{'Natural Resources Construction': 89624, 'Parks': {'Parks Total Expenditure': 13918}}",323010,12258,{'Highways': {'Highways Total Expenditure': 287272}},{'Utilities Current Operation': 795686},{'Welfare Institution Total Expenditure': 252182}
1034,WYOMING,1996,799017,253756,2062116,1806556,2003979,309519,767727,74243,2347858,63265,625966,{'Correction Total': 31848},{'Education Total': 659049},"{'Assistance and Subsidies': 39412, 'Cash and Securities Total': 6530423}",{'Health Total Expenditure': 86024},225391,54124,54124,"{'Intergovernmental Expenditure': 686672, 'Intergovernmental to Combined and Unallocable': 233477}",515466,"{'Natural Resources Construction': 82570, 'Parks': {'Parks Total Expenditure': 15503}}",277506,11984,{'Highways': {'Highways Total Expenditure': 270265}},{'Utilities Current Operation': 802761},{'Welfare Institution Total Expenditure': 253005}
1035,WYOMING,1997,871948,278358,2126805,1877294,2095423,427369,851332,78055,2559063,66991,662350,{'Correction Total': 37367},{'Education Total': 637411},"{'Assistance and Subsidies': 33695, 'Cash and Securities Total': 6955103}",{'Health Total Expenditure': 73897},218816,56971,56971,"{'Intergovernmental Expenditure': 702317, 'Intergovernmental to Combined and Unallocable': 250960}",479003,"{'Natural Resources Construction': 123361, 'Parks': {'Parks Total Expenditure': 18121}}",302489,13759,{'Highways': {'Highways Total Expenditure': 289311}},{'Utilities Current Operation': 836648},{'Welfare Institution Total Expenditure': 259445}
1036,WYOMING,1998,1043498,283527,2172024,1919710,2336524,277792,838599,79150,2652956,67353,855716,{'Correction Total': 41485},{'Education Total': 662818},"{'Assistance and Subsidies': 29433, 'Cash and Securities Total': 7915083}",{'Health Total Expenditure': 77945},218232,62892,62892,"{'Intergovernmental Expenditure': 710559, 'Intergovernmental to Combined and Unallocable': 243241}",541287,"{'Natural Resources Construction': 119457, 'Parks': {'Parks Total Expenditure': 18455}}",373830,14005,{'Highways': {'Highways Total Expenditure': 300920}},{'Utilities Current Operation': 867381},{'Welfare Institution Total Expenditure': 263589}
1037,WYOMING,1999,1045810,344135,2372933,2106888,2214606,836941,907818,81692,3092259,82055,811648,{'Correction Total': 76080},{'Education Total': 755419},"{'Assistance and Subsidies': 27592, 'Cash and Securities Total': 8402421}",{'Health Total Expenditure': 89453},230748,60905,60905,"{'Intergovernmental Expenditure': 762009, 'Intergovernmental to Combined and Unallocable': 257339}",389400,"{'Natural Resources Construction': 124303, 'Parks': {'Parks Total Expenditure': 10348}}",301399,22959,{'Highways': {'Highways Total Expenditure': 326884}},{'Utilities Current Operation': 947544},{'Welfare Institution Total Expenditure': 245180}
1038,WYOMING,2000,1249515,345975,2552590,2254058,2356583,3338608,855211,89186,5740333,107817,963650,{'Correction Total': 73469},{'Education Total': 789460},"{'Assistance and Subsidies': 26963, 'Cash and Securities Total': 9238796}",{'Health Total Expenditure': 85859},241716,64326,64326,"{'Intergovernmental Expenditure': 838308, 'Intergovernmental to Combined and Unallocable': 318710}",438231,"{'Natural Resources Construction': 130443, 'Parks': {'Parks Total Expenditure': 11504}}",397868,19320,{'Highways': {'Highways Total Expenditure': 365142}},{'Utilities Current Operation': 1035302},{'Welfare Institution Total Expenditure': 286562}
1039,WYOMING,2001,1346322,318901,2645226,2330920,2726669,106215,1009173,90897,2880176,88253,1124292,{'Correction Total': 80018},{'Education Total': 772461},"{'Assistance and Subsidies': 33942, 'Cash and Securities Total': 9515826}",{'Health Total Expenditure': 98184},266713,72782,72782,"{'Intergovernmental Expenditure': 818841, 'Intergovernmental to Combined and Unallocable': 356305}",477738,"{'Natural Resources Construction': 132902, 'Parks': {'Parks Total Expenditure': 18893}}",539196,21593,{'Highways': {'Highways Total Expenditure': 329077}},{'Utilities Current Operation': 1134047},{'Welfare Institution Total Expenditure': 329318}
1040,WYOMING,2002,1298017,301602,2948182,2608940,2768326,-48273,1169057,95088,2769606,98365,1094402,{'Correction Total': 83268},{'Education Total': 865530},"{'Assistance and Subsidies': 33369, 'Cash and Securities Total': 10685532}",{'Health Total Expenditure': 113368},296203,72324,72324,"{'Intergovernmental Expenditure': 974608, 'Intergovernmental to Combined and Unallocable': 411049}",393039,"{'Natural Resources Construction': 159625, 'Parks': {'Parks Total Expenditure': 21640}}",455470,25386,{'Highways': {'Highways Total Expenditure': 356733}},{'Utilities Current Operation': 1270076},{'Welfare Institution Total Expenditure': 374206}
1041,WYOMING,2003,1111385,414745,3264439,2881398,3602966,-251919,1798192,98315,3403152,91406,1217154,{'Correction Total': 89551},{'Education Total': 955240},"{'Assistance and Subsidies': 37436, 'Cash and Securities Total': 10480143}",{'Health Total Expenditure': 126226},337323,65303,65303,"{'Intergovernmental Expenditure': 952705, 'Intergovernmental to Combined and Unallocable': 358837}",466145,"{'Natural Resources Construction': 194431, 'Parks': {'Parks Total Expenditure': 26021}}",602189,27714,{'Highways': {'Highways Total Expenditure': 441804}},{'Utilities Current Operation': 1456927},{'Welfare Institution Total Expenditure': 445458}
